CODGEO,actifs_occupes,part_travail_commune,part_voiture,part_marche,part_velo,part_2roues_motor,part_tc,part_sans_transport,taux_double_motorisation,part_voiture_sur_place
01001,428,12.2,92.2,0.0,0.0,2.3,1.1,4.5,85.7,63.5
01002,112,17.5,91.7,0.0,0.0,0.0,4.1,4.2,83.4,75.9
01004,6409,39.4,71.0,8.5,2.0,1.0,13.0,4.4,53.1,59.8
01005,945,17.4,89.3,1.7,0.0,0.6,2.3,6.1,77.0,61.4
01006,67,7.7,100.0,0.0,0.0,0.0,0.0,0.0,84.6,100.0
01007,1334,13.8,87.0,1.1,0.4,1.1,8.0,2.3,68.5,75.1
01008,416,7.4,81.8,1.2,1.2,1.2,8.5,6.1,82.7,66.7
01009,153,3.7,96.3,0.0,3.7,0.0,0.0,0.0,65.6,100.0
01010,458,20.0,89.5,0.0,1.1,1.1,3.2,5.2,66.5,79.2
01011,154,21.5,94.0,2.8,0.0,0.0,0.0,3.2,64.3,72.1
01012,124,18.4,79.0,3.5,0.0,9.6,0.0,7.9,63.3,38.0
01013,57,18.2,90.9,0.0,0.0,0.0,0.0,9.1,72.7,50.0
01014,1348,33.0,92.9,2.5,0.7,0.0,2.1,1.8,73.0,85.9
01015,298,13.8,96.6,0.0,1.7,0.0,0.0,1.7,82.5,87.8
01016,203,14.2,90.5,0.0,0.0,2.4,0.0,7.2,90.4,49.5
01017,176,10.7,78.0,0.0,0.0,0.0,16.6,5.3,73.6,50.0
01019,10,0.0,66.7,0.0,0.0,0.0,0.0,33.3,0.0,
01021,680,21.3,82.8,5.9,0.0,2.2,3.0,6.0,78.3,47.4
01022,427,21.4,84.8,7.2,0.0,0.0,4.5,3.5,66.6,65.9
01023,53,9.1,100.0,0.0,0.0,0.0,0.0,0.0,81.8,100.0
01024,1706,18.6,90.0,0.6,1.1,1.4,2.0,4.9,78.0,64.8
01025,1952,15.5,90.3,2.6,0.0,1.0,1.8,4.4,82.8,55.5
01026,412,9.6,94.0,1.2,0.0,2.4,0.0,2.4,68.3,62.4
01027,1697,40.5,58.1,5.2,1.2,0.3,11.0,24.0,78.0,22.0
01028,297,11.0,93.5,0.0,1.6,1.6,1.6,1.6,80.4,70.4
01029,370,30.6,88.0,1.2,0.0,2.5,4.2,4.0,79.2,73.3
01030,437,9.3,90.9,2.3,0.0,1.2,4.4,1.1,57.7,74.2
01031,1312,28.4,80.2,9.2,4.3,1.2,2.0,3.1,45.9,54.8
01032,1574,27.4,79.2,3.6,2.0,1.3,11.1,2.9,71.0,69.1
01033,6929,45.6,75.7,7.2,0.8,1.0,11.8,3.3,56.4,69.7
01034,3609,64.2,71.3,13.5,3.7,1.8,4.4,5.4,55.1,60.0
01035,131,19.1,92.5,7.5,0.0,0.0,0.0,0.0,61.6,60.5
01036,594,18.3,90.0,1.7,0.8,0.0,1.6,5.8,73.7,59.0
01037,138,29.0,78.2,3.5,0.0,0.0,0.0,18.2,83.4,25.1
01038,311,14.3,87.3,4.8,1.6,1.6,3.2,1.6,84.4,55.7
01040,213,9.7,95.0,0.0,0.0,0.0,2.5,2.4,87.5,100.0
01041,389,5.0,87.5,1.2,0.0,1.3,8.7,1.2,79.8,50.7
01042,132,7.5,88.3,0.0,0.0,3.7,8.0,0.0,75.9,45.8
01043,2190,18.4,77.2,1.6,1.0,1.6,15.4,3.2,72.3,64.7
01044,280,6.7,84.2,1.7,0.0,1.7,10.8,1.7,71.4,74.3
01045,137,3.5,96.4,0.0,0.0,0.0,3.6,0.0,82.1,100.0
01046,516,17.1,87.2,0.9,0.9,6.3,1.9,2.8,68.8,55.7
01047,722,10.5,86.7,1.4,0.7,1.4,6.3,3.5,86.7,53.3
01049,1534,12.5,82.2,2.6,2.3,0.3,9.6,3.0,81.5,57.9
01050,202,19.6,95.1,0.0,0.0,0.0,0.0,4.9,80.4,75.0
01051,35,42.9,85.7,0.0,0.0,0.0,0.0,14.3,57.1,66.7
01052,177,27.4,85.4,0.0,0.0,0.0,2.8,11.7,76.3,57.0
01053,15440,65.9,66.5,14.3,6.1,1.3,8.8,2.9,37.1,59.7
01054,782,12.4,80.2,2.8,0.7,0.7,11.6,4.1,81.3,44.4
01056,132,18.1,89.2,3.6,0.0,0.0,3.6,3.6,70.9,60.6
01057,242,16.5,89.7,0.0,2.0,0.0,0.0,8.3,81.4,50.0
01058,345,36.9,89.7,4.5,0.0,0.0,0.0,5.9,74.1,76.0
01060,260,27.1,86.5,8.5,0.0,0.0,0.0,5.0,72.2,56.6
01061,524,11.6,92.4,1.0,0.0,0.9,1.9,3.7,83.0,59.1
01062,452,9.4,86.0,2.4,0.0,0.0,9.3,2.4,83.3,49.9
01063,260,17.6,92.3,1.9,3.9,0.0,1.9,0.0,81.2,78.0
01064,535,32.1,84.9,10.4,0.0,0.9,0.0,3.8,80.0,64.7
01065,866,12.5,93.6,0.0,1.2,1.2,0.6,3.5,73.5,66.9
01066,53,0.0,88.9,0.0,0.0,0.0,0.0,11.1,55.6,
01067,137,3.3,86.4,3.3,0.0,6.9,3.4,0.0,79.5,0.0
01068,310,18.9,88.9,6.3,3.2,0.0,0.0,1.6,75.7,41.5
01069,792,10.3,87.6,2.1,1.3,1.8,3.2,4.1,70.2,53.6
01071,2891,12.0,82.0,2.6,3.1,3.3,6.1,2.9,73.3,46.7
01072,1385,19.4,90.0,2.6,1.1,0.4,3.3,2.6,71.8,73.2
01073,430,19.2,84.9,0.0,0.0,0.0,7.5,7.5,77.6,60.7
01074,1281,24.9,81.4,5.1,0.4,0.0,5.9,7.1,69.9,50.8
01075,813,19.5,86.2,1.9,1.9,0.6,2.5,6.9,66.7,51.4
01076,53,16.7,83.3,0.0,8.3,0.0,8.3,0.0,41.7,50.0
01077,73,13.3,100.0,0.0,0.0,0.0,0.0,0.0,86.7,100.0
01078,776,7.9,71.3,1.3,4.5,4.6,17.6,0.7,69.8,66.7
01079,287,32.7,78.2,12.7,0.0,1.8,1.8,5.4,60.0,39.0
01080,282,22.6,86.1,3.6,1.7,1.7,3.4,3.5,72.9,76.8
01081,275,27.5,69.1,17.5,0.0,0.0,10.1,3.2,63.0,30.8
01082,273,29.3,82.4,5.8,2.1,3.9,0.0,5.8,69.4,39.9
01083,559,14.9,92.1,1.7,0.9,0.9,1.7,2.8,76.9,58.1
01084,481,10.6,85.1,3.2,0.0,1.1,6.4,4.2,80.9,40.1
01085,210,10.7,82.5,0.0,0.0,2.2,8.9,6.4,80.3,0.0
01087,94,14.6,80.6,5.0,0.0,0.0,4.8,9.6,61.4,0.0
01088,482,12.0,84.3,0.0,0.0,0.0,7.6,8.2,92.1,40.4
01089,1029,17.4,80.6,1.5,1.5,0.5,9.9,6.0,75.5,62.9
01090,135,29.6,92.6,0.0,0.0,3.7,0.0,3.8,52.2,87.3
01092,723,15.8,86.3,2.2,0.0,0.0,3.6,7.9,73.3,36.4
01093,2089,36.6,83.2,8.1,1.6,0.5,3.2,3.4,58.7,63.1
01094,349,10.1,95.7,0.0,0.0,2.9,0.0,1.4,79.7,85.9
01095,388,18.5,88.2,0.0,1.2,3.0,2.5,5.1,71.0,56.5
01096,566,17.3,89.9,0.0,0.9,0.9,0.0,8.3,83.3,52.3
01098,489,22.6,92.5,3.2,0.0,0.0,3.2,1.1,76.4,81.0
01099,739,19.6,84.5,3.4,1.4,1.4,6.0,3.4,79.3,51.6
01100,46,12.5,100.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0
01101,90,11.1,88.9,0.0,5.6,0.0,0.0,5.6,83.3,50.0
01102,444,12.5,96.6,0.0,1.1,0.0,0.0,2.3,80.5,81.9
01103,1227,9.4,88.9,1.3,1.3,1.3,3.8,3.4,76.6,49.6
01104,238,27.4,77.0,8.2,2.0,0.0,2.0,10.7,71.4,38.1
01105,976,18.8,88.7,1.6,0.0,1.1,3.2,5.4,81.2,62.9
01106,83,11.8,100.0,0.0,0.0,0.0,0.0,0.0,76.5,100.0
01107,68,7.1,92.9,0.0,0.0,0.0,7.1,0.0,50.0,100.0
01108,575,20.8,84.7,6.0,0.0,0.7,6.2,2.3,67.7,63.0
01109,1097,11.5,87.1,2.3,0.5,2.7,5.6,1.8,69.9,51.7
01110,76,0.0,100.0,0.0,0.0,0.0,0.0,0.0,73.3,
01111,78,20.0,80.0,0.0,0.0,0.0,13.3,6.7,73.3,0.0
01112,265,19.6,86.3,3.9,0.0,2.0,0.0,7.8,68.7,40.2
01113,388,19.0,79.8,6.4,0.0,2.5,5.1,6.3,68.2,39.9
01114,244,18.7,81.1,5.9,0.0,0.0,10.7,2.3,73.9,56.0
01115,691,15.9,89.2,2.2,0.0,0.0,2.8,5.7,74.3,50.1
01116,157,6.7,96.7,0.0,0.0,0.0,0.0,3.3,74.0,50.6
01117,61,30.8,84.6,0.0,0.0,0.0,7.7,7.7,69.2,75.0
01118,565,27.6,86.0,4.0,0.8,1.6,2.4,5.1,73.2,64.2
01121,69,0.0,100.0,0.0,0.0,0.0,0.0,0.0,84.6,
01123,566,13.8,91.3,3.5,1.7,1.7,0.9,0.9,83.7,62.3
01124,323,11.1,92.1,0.0,1.6,0.0,1.6,4.8,79.3,42.8
01125,255,15.6,94.0,6.0,0.0,0.0,0.0,0.0,80.5,61.7
01127,231,2.3,97.8,0.0,0.0,0.0,2.2,0.0,73.0,100.0
01128,130,11.0,92.7,7.3,0.0,0.0,0.0,0.0,70.9,66.9
01129,104,18.9,85.9,0.0,0.0,0.0,4.8,9.3,90.7,50.9
01130,1088,11.9,94.1,0.4,0.4,0.9,0.9,3.2,76.3,62.0
01133,188,8.1,89.1,2.7,0.0,0.0,5.5,2.7,75.3,32.4
01134,900,15.6,88.3,0.6,3.3,1.1,2.8,3.9,77.5,60.7
01135,1148,15.1,84.0,2.8,1.4,2.8,5.2,3.8,77.4,53.2
01136,423,12.6,91.1,2.5,0.0,2.5,3.8,0.0,82.3,89.9
01138,1267,44.9,76.1,12.8,0.0,1.2,6.3,3.6,63.7,60.1
01139,180,36.4,86.4,2.6,0.0,0.0,0.0,11.0,74.3,62.8
01140,356,20.0,88.0,0.0,1.4,0.0,0.0,10.7,77.1,39.7
01141,181,5.9,100.0,0.0,0.0,0.0,0.0,0.0,88.6,100.0
01142,2128,19.3,81.6,4.2,1.9,0.5,7.8,4.0,66.8,53.5
01143,4649,20.4,77.7,4.5,4.1,1.9,7.3,4.6,61.3,50.2
01145,543,17.7,87.2,0.9,0.0,1.8,2.7,7.4,71.6,47.6
01146,198,10.0,92.5,0.0,0.0,0.0,7.5,0.0,85.1,100.0
01147,237,8.4,95.8,0.0,0.0,0.0,0.0,4.2,71.8,50.0
01148,799,13.8,94.0,3.1,0.0,0.6,1.7,0.6,72.4,82.3
01149,463,7.5,86.0,1.1,1.1,1.1,9.7,1.1,73.0,71.4
01150,133,11.5,96.2,0.0,3.8,0.0,0.0,0.0,80.8,66.7
01151,491,10.0,92.0,0.0,0.0,0.0,4.0,4.0,79.1,59.9
01152,404,15.6,90.4,1.2,0.0,0.0,4.8,3.6,84.5,69.4
01153,1004,10.9,86.1,0.5,0.0,5.1,2.6,5.7,78.1,33.7
01155,66,14.3,92.9,0.0,0.0,0.0,7.1,0.0,85.7,100.0
01156,476,8.0,89.8,1.1,0.0,1.1,6.8,1.1,82.9,71.4
01157,1159,19.9,84.7,2.5,1.6,0.8,4.5,5.8,76.6,54.4
01158,558,3.7,91.0,1.8,1.8,2.7,2.7,0.0,72.4,74.9
01159,1487,25.5,92.0,1.0,1.7,0.3,0.7,4.4,77.4,71.1
01160,5123,28.6,54.5,11.1,5.2,2.6,21.5,5.0,34.1,33.7
01162,23,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,
01163,893,16.2,95.5,1.7,0.0,0.6,1.7,0.6,72.4,82.8
01165,755,13.2,87.5,0.0,0.0,1.3,4.6,6.6,80.7,50.1
01166,1195,9.7,89.5,0.8,0.4,0.4,6.1,2.8,75.3,66.7
01167,307,17.5,95.0,1.8,0.0,0.0,0.0,3.2,72.4,80.1
01169,361,5.9,87.4,1.4,0.0,1.3,8.3,1.5,81.0,50.4
01170,512,13.0,94.8,2.1,0.0,0.0,0.0,3.0,79.2,60.3
01171,389,5.2,95.4,2.1,0.0,0.0,1.2,1.2,78.7,76.3
01173,7010,19.7,81.5,5.7,1.2,1.1,8.0,2.4,56.2,52.9
01174,93,52.6,63.2,10.5,0.0,0.0,0.0,26.3,52.6,40.0
01175,327,15.9,92.2,3.4,0.0,0.0,1.4,3.0,75.8,59.8
01177,79,13.3,93.3,0.0,0.0,6.7,0.0,0.0,66.7,100.0
01179,800,15.2,90.5,2.5,0.6,1.2,2.5,2.6,80.2,70.8
01180,421,13.4,82.9,4.9,3.7,2.4,2.4,3.6,73.3,54.6
01181,514,22.7,90.3,6.8,0.0,0.0,0.0,2.9,77.5,57.1
01183,674,12.5,88.2,2.2,0.0,1.5,5.2,2.9,74.3,52.9
01184,330,12.5,90.6,0.0,1.6,1.6,1.5,4.7,71.8,62.5
01185,1997,64.1,74.6,11.5,1.3,3.1,1.1,8.4,54.2,67.2
01187,255,33.1,90.1,8.1,0.0,0.0,0.0,1.8,48.0,76.1
01188,355,14.3,92.8,0.0,0.0,0.0,2.9,4.3,70.3,70.0
01189,583,15.6,91.4,4.4,0.0,0.0,2.6,1.7,82.5,61.3
01190,31,33.3,100.0,0.0,0.0,0.0,0.0,0.0,66.7,100.0
01191,69,12.5,87.5,6.2,0.0,0.0,0.0,6.2,62.5,0.0
01192,1156,26.7,90.1,6.0,1.7,0.4,0.4,1.3,63.5,67.8
01193,90,5.1,94.9,5.1,0.0,0.0,0.0,0.0,77.9,0.0
01194,2634,19.0,82.2,4.4,1.0,1.7,7.6,3.2,67.9,58.9
01195,798,11.8,90.7,0.6,0.6,1.2,1.9,5.0,82.6,47.4
01196,602,16.0,88.2,1.6,0.8,4.4,1.7,3.2,87.7,58.5
01197,168,20.5,91.1,3.0,0.0,0.0,0.0,5.9,73.7,56.9
01198,103,4.8,76.4,4.4,0.0,0.0,19.2,0.0,95.2,100.0
01199,952,17.2,85.5,3.6,1.0,2.0,5.2,2.6,60.5,63.9
01200,110,13.6,95.5,4.5,0.0,0.0,0.0,0.0,81.8,66.7
01202,3210,26.3,86.7,5.7,1.1,0.9,2.9,2.6,65.8,67.1
01203,637,12.5,89.1,3.0,1.6,1.5,1.6,3.2,73.1,44.4
01204,373,16.6,90.3,1.4,0.0,0.0,2.8,5.6,79.3,58.2
01206,162,14.0,89.8,3.9,0.0,3.5,0.0,2.8,87.3,100.0
01207,164,20.3,91.2,0.0,0.0,0.0,3.0,5.8,64.6,56.8
01208,63,7.7,92.3,0.0,0.0,0.0,0.0,7.7,69.2,0.0
01209,428,8.8,88.6,1.3,1.2,2.6,2.6,3.8,82.9,42.0
01210,128,40.1,71.8,12.1,0.0,0.0,3.9,12.1,59.6,39.6
01211,585,8.9,87.8,2.6,0.9,0.0,7.1,1.7,66.9,60.2
01212,340,16.0,88.4,5.8,0.0,0.0,0.0,5.8,69.8,36.4
01213,739,12.5,87.5,3.0,0.7,0.7,3.7,4.4,70.8,41.0
01214,87,5.9,100.0,0.0,0.0,0.0,0.0,0.0,47.1,100.0
01215,83,11.8,100.0,0.0,0.0,0.0,0.0,0.0,88.2,100.0
01216,350,24.6,88.4,2.9,0.0,1.4,1.5,5.8,78.4,70.6
01219,72,13.3,86.7,6.7,0.0,0.0,0.0,6.7,86.7,50.0
01224,1667,16.1,91.3,2.9,0.3,0.6,1.7,3.2,72.1,67.5
01225,174,14.3,97.2,0.0,0.0,0.0,0.0,2.8,82.9,80.1
01227,282,5.4,91.0,0.0,0.0,3.6,3.6,1.8,69.0,66.2
01228,310,23.9,91.6,6.7,1.7,0.0,0.0,0.0,76.8,71.8
01229,554,6.7,94.7,1.0,0.0,0.0,2.7,1.6,65.6,88.5
01230,157,25.5,78.0,3.4,3.1,2.7,0.0,12.8,70.7,24.5
01231,853,17.9,94.1,2.4,1.2,0.6,0.6,1.1,77.1,76.9
01232,1012,22.5,88.7,3.9,1.0,0.5,2.5,3.4,75.4,54.3
01233,49,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.0,
01234,97,27.8,94.4,5.6,0.0,0.0,0.0,0.0,88.9,80.0
01235,496,17.2,71.8,3.0,1.0,0.0,15.1,9.1,77.4,17.8
01236,472,13.8,90.5,2.1,2.1,0.0,3.2,2.1,85.2,53.9
01237,743,17.5,90.0,2.6,0.7,0.0,2.8,4.0,77.7,58.5
01238,1186,16.0,85.2,4.2,0.0,0.9,6.7,3.0,75.4,49.9
01239,245,20.1,96.0,0.0,0.0,0.0,0.0,4.0,71.8,79.9
01240,323,12.4,98.6,0.0,0.0,0.0,0.0,1.4,76.2,88.9
01241,549,18.1,89.6,0.9,0.0,0.0,1.8,7.6,65.2,52.7
01242,78,20.0,100.0,0.0,0.0,0.0,0.0,0.0,66.7,100.0
01243,566,19.5,82.4,1.8,0.9,0.9,8.8,5.3,83.0,68.2
01244,3620,22.2,74.3,8.1,0.6,0.1,14.1,2.8,64.0,48.4
01245,419,10.0,93.8,1.2,0.0,0.0,1.3,3.7,74.2,62.7
01246,921,17.6,90.6,2.2,0.5,0.0,2.2,4.5,68.7,62.1
01247,184,38.5,71.9,18.0,5.1,0.0,0.0,5.1,53.5,53.4
01248,1143,11.8,79.0,1.8,0.0,0.4,15.7,3.0,78.2,51.9
01249,4526,22.6,73.1,5.7,3.0,1.1,13.1,4.0,59.7,52.1
01250,876,14.1,89.2,2.2,0.6,0.6,4.0,3.4,81.1,56.1
01252,363,15.5,93.0,2.8,0.0,0.0,1.4,2.8,74.6,63.6
01254,973,13.2,91.2,0.6,1.1,0.5,1.6,5.0,77.1,53.9
01255,278,3.8,96.2,0.0,0.0,1.9,1.9,0.0,85.1,100.0
01257,180,10.9,89.0,2.7,0.0,0.0,8.2,0.0,78.1,74.9
01258,656,15.3,87.7,1.5,0.0,1.6,7.7,1.6,79.0,75.0
01259,395,7.8,94.8,1.3,0.0,1.3,0.0,2.6,79.2,50.0
01260,179,14.5,97.1,0.0,0.0,0.0,0.0,2.9,79.6,80.1
01261,328,20.8,90.4,0.0,0.0,0.0,6.4,3.2,77.5,84.7
01262,3162,20.9,72.9,5.7,1.2,0.6,15.4,4.1,55.9,56.3
01263,1655,16.2,86.2,2.8,1.2,1.5,4.0,4.2,67.3,54.9
01264,540,15.7,87.0,0.9,0.9,0.9,3.6,6.6,74.0,45.7
01265,1437,27.0,89.4,2.7,1.7,1.0,1.4,3.8,52.8,76.0
01266,960,34.3,77.7,9.7,2.1,1.1,4.2,5.2,56.6,45.7
01267,470,13.2,89.1,2.1,2.1,1.1,2.3,3.3,76.3,58.6
01268,104,5.2,100.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0
01269,1285,34.2,79.2,11.8,2.0,1.6,2.4,3.1,37.7,52.9
01272,657,14.0,88.1,4.4,0.0,3.7,1.5,2.2,72.1,73.8
01273,857,15.1,90.7,1.7,0.0,0.0,3.5,4.1,79.8,57.7
01274,269,10.9,87.3,3.6,0.0,0.0,1.8,7.3,79.8,16.8
01275,1248,15.9,81.5,1.6,3.0,2.1,6.3,5.5,73.2,54.9
01276,790,14.9,90.5,0.0,1.2,1.9,1.9,4.5,77.5,70.0
01277,60,0.0,81.8,0.0,0.0,0.0,18.2,0.0,90.9,
01279,34,12.5,100.0,0.0,0.0,0.0,0.0,0.0,75.0,100.0
01280,63,15.4,92.3,0.0,0.0,0.0,0.0,7.7,84.6,100.0
01281,2124,13.8,70.1,4.0,6.0,3.5,11.1,5.3,56.4,43.5
01282,115,22.6,77.3,8.8,4.7,4.7,0.0,4.5,85.7,20.0
01283,8130,59.7,81.5,10.6,1.2,0.5,3.5,2.8,52.3,75.0
01284,384,16.1,90.6,1.4,2.6,1.3,0.0,4.0,75.4,50.0
01285,702,10.0,83.3,0.0,0.7,2.3,10.1,3.6,71.3,41.7
01286,442,11.5,92.1,0.0,0.0,1.2,3.4,3.3,71.8,71.4
01288,1564,12.4,85.7,2.2,0.9,2.8,5.6,2.8,72.4,59.9
01289,2676,17.9,83.4,3.2,3.4,1.3,6.1,2.6,66.0,67.3
01290,647,20.9,79.8,1.5,0.7,0.0,10.5,7.5,80.5,57.0
01291,412,15.7,90.3,1.2,0.0,0.0,0.0,8.5,70.5,46.4
01293,65,21.4,85.7,0.0,0.0,0.0,0.0,14.3,78.6,33.3
01294,461,17.8,81.7,3.1,0.0,1.1,8.8,5.3,83.3,23.7
01295,339,13.8,90.7,1.5,0.0,0.0,3.2,4.6,79.9,66.4
01296,214,6.9,92.9,0.0,0.0,0.0,4.8,2.3,83.9,32.9
01297,446,9.7,80.7,2.4,1.2,1.2,9.6,4.8,75.8,24.8
01298,81,20.0,100.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0
01299,256,17.8,86.2,2.0,0.0,0.0,4.0,7.8,69.9,44.9
01301,1190,15.7,91.1,2.8,0.4,0.4,1.2,4.0,74.3,56.7
01302,76,0.0,100.0,0.0,0.0,0.0,0.0,0.0,78.6,
01303,809,26.8,83.5,10.7,0.6,0.0,1.2,4.0,56.6,47.4
01304,1341,19.1,86.8,4.8,1.5,0.7,4.4,1.8,68.7,55.8
01305,917,33.2,83.7,8.7,2.8,1.1,0.5,3.2,48.9,54.2
01306,726,10.3,78.7,3.4,1.4,0.0,13.1,3.4,53.8,40.1
01307,331,17.6,85.3,10.3,0.0,0.0,1.5,2.9,63.2,50.0
01308,384,11.4,75.9,0.0,0.0,5.1,15.3,3.7,72.6,88.6
01309,46,11.1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0
01310,37,14.3,100.0,0.0,0.0,0.0,0.0,0.0,57.1,100.0
01311,29,50.0,83.3,16.7,0.0,0.0,0.0,0.0,50.0,66.7
01313,4403,11.3,74.7,2.2,7.3,4.0,9.1,2.6,58.9,51.1
01314,863,16.7,85.0,2.2,0.5,0.6,8.3,3.4,72.4,66.7
01317,173,8.9,97.1,0.0,0.0,0.0,0.0,2.9,85.4,67.1
01318,382,16.2,86.5,0.0,0.0,1.3,2.8,9.4,68.9,41.6
01319,231,14.6,91.7,6.2,0.0,0.0,2.1,0.0,60.4,57.4
01320,1658,19.5,89.6,0.0,0.9,0.9,2.1,6.4,74.3,67.2
01321,431,11.3,95.4,0.0,1.1,0.0,2.3,1.2,81.2,89.7
01322,2357,19.4,86.2,2.7,0.4,2.6,4.4,3.8,73.8,67.9
01323,426,14.1,94.0,0.0,0.0,0.0,0.0,6.0,80.1,57.5
01325,527,10.9,78.3,0.0,0.9,1.8,15.3,3.6,75.4,58.4
01328,258,15.2,86.8,0.0,0.0,0.0,3.9,9.4,81.3,38.5
01329,75,6.7,93.3,6.7,0.0,0.0,0.0,0.0,46.7,0.0
01330,51,0.0,90.0,0.0,0.0,10.0,0.0,0.0,90.0,
01331,98,4.8,95.2,4.8,0.0,0.0,0.0,0.0,81.0,100.0
01332,403,6.6,94.7,1.3,0.0,0.0,1.3,2.6,82.3,40.0
01333,1582,18.7,78.8,4.0,0.3,1.0,12.7,3.2,69.8,54.4
01334,351,13.5,86.6,5.4,0.0,0.0,3.9,4.1,69.2,29.6
01335,185,20.6,80.0,8.7,0.0,0.0,5.6,5.7,77.0,29.9
01336,563,13.4,88.4,5.3,0.0,0.0,2.7,3.6,75.8,33.5
01337,595,18.8,93.2,0.9,0.0,0.0,2.5,3.4,79.2,77.2
01338,547,18.6,86.6,1.8,0.0,6.2,1.0,4.3,73.6,57.7
01339,682,17.1,81.5,5.4,0.8,1.5,7.8,3.1,80.0,50.6
01342,230,27.3,83.2,4.2,0.0,0.0,6.3,6.3,81.1,61.5
01343,783,18.1,90.6,2.5,0.6,1.9,0.6,3.7,79.5,62.0
01344,2470,16.1,86.1,3.1,2.7,1.0,4.8,2.3,69.2,69.2
01345,963,7.7,82.5,3.6,1.6,0.5,9.8,2.1,68.8,33.6
01346,423,5.8,100.0,0.0,0.0,0.0,0.0,0.0,77.7,100.0
01347,994,11.4,92.3,0.5,0.0,1.6,3.1,2.6,78.0,81.8
01348,1418,24.2,87.1,2.2,1.9,2.2,4.4,2.2,78.7,69.7
01349,192,20.3,82.1,2.6,2.5,0.0,5.2,7.6,87.1,37.4
01350,1139,16.4,91.8,1.3,0.4,0.4,1.7,4.3,69.7,66.1
01351,738,15.7,89.9,1.4,0.0,1.4,3.4,4.0,73.4,70.1
01352,265,5.7,92.8,1.8,0.0,5.5,0.0,0.0,75.4,69.1
01353,815,14.8,86.5,1.9,0.6,2.5,4.6,4.0,77.7,60.7
01354,7081,14.2,65.2,4.8,8.0,3.6,16.2,2.2,48.7,54.8
01355,243,12.2,87.8,0.0,0.0,0.0,2.1,10.1,63.2,16.9
01356,104,9.1,95.5,0.0,0.0,4.5,0.0,0.0,77.3,100.0
01357,233,21.3,89.3,6.4,0.0,0.0,0.0,4.3,81.0,49.8
01358,150,13.3,93.4,0.0,0.0,0.0,0.0,6.6,69.7,50.2
01359,147,28.6,85.7,3.6,0.0,0.0,10.7,0.0,82.1,100.0
01360,1102,11.0,82.6,1.3,3.8,3.8,6.0,2.6,76.3,50.0
01361,934,16.9,85.7,1.3,0.0,1.9,6.8,4.4,81.7,55.7
01362,390,12.5,86.4,0.0,0.0,3.7,3.6,6.2,81.3,60.0
01363,861,22.0,88.7,3.0,0.0,0.0,3.6,4.8,71.2,64.8
01364,337,25.9,84.8,4.6,3.0,1.5,1.5,4.6,53.2,53.0
01365,544,12.4,91.4,1.8,0.0,3.9,0.9,2.0,75.4,69.2
01366,503,12.5,83.9,2.9,2.0,2.8,8.4,0.0,80.0,68.6
01367,331,12.6,87.3,4.8,0.0,1.6,4.8,1.5,69.7,49.7
01368,414,10.8,86.9,0.0,0.0,1.2,7.1,4.8,83.5,66.5
01369,404,4.9,88.7,1.3,3.9,1.2,3.7,1.3,81.0,73.9
01370,784,10.5,79.9,11.2,3.7,1.9,1.3,1.9,37.7,34.0
01371,677,9.5,77.5,3.4,0.0,3.4,12.3,3.4,76.3,14.2
01372,198,10.3,89.4,0.0,0.0,0.0,7.8,2.8,75.3,24.6
01373,537,15.9,89.6,6.7,0.9,0.0,0.0,2.7,69.9,46.7
01374,894,13.3,94.8,1.2,0.0,0.6,1.1,2.3,76.4,73.8
01375,375,13.3,93.3,0.0,0.0,1.3,0.0,5.4,80.2,59.2
01376,1830,15.9,74.3,5.2,1.6,1.6,14.7,2.6,62.1,57.3
01378,1371,13.2,83.8,1.5,0.4,0.8,7.3,6.2,79.0,41.3
01379,363,8.1,86.5,1.3,2.7,2.7,4.1,2.7,82.2,50.1
01380,224,28.6,84.6,2.2,0.0,0.0,2.2,11.0,75.5,53.8
01381,388,11.5,88.2,0.0,0.0,4.0,5.1,2.8,77.4,76.0
01382,154,14.7,91.1,0.0,0.0,0.0,8.9,0.0,82.3,100.0
01383,717,15.6,76.2,5.2,0.0,0.7,14.9,3.0,60.6,52.6
01384,799,29.1,83.6,6.1,0.6,0.0,7.8,1.8,65.9,70.7
01385,440,10.3,88.6,0.0,1.1,1.2,4.5,4.6,74.6,55.6
01386,524,10.6,90.4,0.0,1.0,0.0,3.9,4.8,72.1,45.4
01387,133,16.7,95.8,0.0,0.0,0.0,4.2,0.0,79.2,100.0
01388,443,38.9,78.9,10.0,5.6,0.0,0.0,5.6,61.3,45.8
01389,907,13.8,91.6,2.1,0.5,0.0,1.7,4.1,70.1,51.4
01390,614,48.9,82.3,8.0,0.8,0.8,0.0,8.1,67.1,65.4
01391,97,18.0,91.4,0.0,0.0,4.3,0.0,4.3,76.4,76.2
01392,338,6.1,95.5,1.5,0.0,0.0,0.0,3.0,82.3,25.3
01393,310,16.6,85.0,1.7,0.0,1.7,3.3,8.2,78.9,29.8
